time,src,srole,dst,drole,proto,op,tier,resp,mode,action
08-01T14:01:13,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:13,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:13,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:11,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:10,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:08,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:07,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:06,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:05,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:04,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:03,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:03,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:03,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:02,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:01,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:59,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:58,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:56,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:56,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:55,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:53,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:53,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:52,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:50,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:50,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:50,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:49,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:47,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:46,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:44,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:43,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:43,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:41,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:40,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:40,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:40,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:39,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:38,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:37,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:35,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:34,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:33,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:32,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:31,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:30,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:29,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:28,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:26,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:26,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:26,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:25,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:23,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:22,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:20,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:19,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:19,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:17,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:16,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:16,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:16,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:16,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:14,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:13,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:11,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:10,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:10,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:08,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:07,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:07,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:05,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:04,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:03,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:03,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:00:02,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:00:01,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:59,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:58,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:56,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:56,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:55,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:53,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:53,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:53,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:53,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:52,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:50,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:49,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:47,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:47,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:46,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:44,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:43,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:43,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:40,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:40,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:40,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:40,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:37,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:37,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:34,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:34,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:33,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:31,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:31,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:30,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:30,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:30,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:28,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:27,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:25,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:24,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:23,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:22,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:21,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:20,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:19,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:18,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:16,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:16,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:16,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:15,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:13,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:12,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:10,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:09,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:09,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:07,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:06,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:06,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:06,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:06,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:59:04,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:03,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:01,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:00,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:59:00,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:58:58,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:57,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:57,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:58:55,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:54,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:53,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:53,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:58:52,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:51,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:49,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:48,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:47,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:58:46,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:45,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:43,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:43,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:58:43,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T13:58:43,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:42,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:40,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:39,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T13:58:37,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
