time,src,srole,dst,drole,proto,op,tier,resp,mode,action
08-01T14:18:46,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:45,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 53 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:18:44,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:43,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:42,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 48 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:18:41,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:40,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:40,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:18:39,192.168.2.45,remediation,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:39,192.168.2.45,remediation,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:39,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 51 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:18:38,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:37,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:36,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:36,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:18:36,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:18:36,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 52 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:18:35,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:34,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:33,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 51 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:18:32,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:31,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:30,192.168.2.45,remediation,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:30,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 50 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:18:30,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:18:30,192.168.2.45,remediation,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:29,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:28,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:27,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 52 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:18:27,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:18:26,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:25,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:24,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,,ENFORCED,[FLOOD 52 ops/s] DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:18:23,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:23,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:HIGH]
08-01T14:18:23,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:22,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:21,192.168.2.31,scada,192.168.2.10,plc,S7,CONTROL,FORBIDDEN,ISOLATE,MONITOR,DEFENSE DISARMED - would ISOLATE (monitor only) [CRIT:CRITICAL]
08-01T14:18:21,192.168.2.31,scada,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:21,192.168.2.45,remediation,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:21,192.168.2.45,remediation,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,MONITOR,DEFENSE DISARMED - would ALLOW (monitor only) [CRIT:CRITICAL]
08-01T14:18:20,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:19,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:17,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:17,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:18:16,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:14,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:13,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:13,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:18:13,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:18:13,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:11,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:10,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:08,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:07,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:07,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:18:05,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:04,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:03,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:18:02,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:01,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:00,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:18:00,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:59,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:58,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:56,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:55,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:53,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:53,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:52,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:50,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:49,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:49,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:49,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:49,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:47,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:46,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:44,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:43,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:43,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:41,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:40,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:40,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:38,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:37,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:36,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:36,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:35,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:34,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:32,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:31,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:29,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:29,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:28,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:26,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:26,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:26,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:26,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:25,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:23,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:22,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:20,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:19,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:19,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:17,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:16,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:16,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:14,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:13,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:12,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:12,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:11,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:10,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:08,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:07,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:06,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:05,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:04,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:02,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:02,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:02,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:17:01,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:17:01,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:58,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:58,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:56,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:16:55,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:55,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:53,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:16:52,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:52,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:49,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:49,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:16:49,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:49,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:46,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:46,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:43,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:43,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:42,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:16:40,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:40,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:39,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:16:39,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:16:39,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:37,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:37,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:34,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:33,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:33,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:16:31,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:16:30,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
