ts,phase,level,online,restores,est_npkts
1786581481,disarmed,38.6,1,37,
1786581482,disarmed,40.4,1,37,
1786581483,disarmed,41.9,1,37,
1786581484,disarmed,43.7,1,37,3315969
1786581485,disarmed,45.2,1,37,
1786581486,disarmed,47.2,1,37,
1786581487,disarmed,48.7,1,37,
1786581488,disarmed,50.0,1,37,
1786581489,disarmed,51.4,1,37,
1786581490,disarmed,52.6,1,37,
1786581491,disarmed,54.3,1,37,
1786581492,disarmed,55.6,1,37,
1786581493,disarmed,56.7,1,37,
1786581494,disarmed,57.8,1,37,
1786581495,disarmed,58.9,1,37,
1786581496,disarmed,60.4,1,37,
1786581497,disarmed,61.4,1,37,
1786581498,disarmed,62.4,1,37,
1786581499,disarmed,63.4,1,37,3319212
1786581500,disarmed,64.3,1,37,
1786581501,disarmed,65.5,1,37,
1786581502,disarmed,66.5,1,37,
1786581503,disarmed,67.2,1,37,
1786581504,disarmed,68.0,1,37,
1786581505,disarmed,69.1,1,37,
1786581506,disarmed,69.9,1,37,
1786581507,disarmed,70.6,1,37,
1786581508,disarmed,71.1,1,37,
1786581509,disarmed,65.9,1,37,
1786581510,disarmed,60.9,1,37,
1786581511,disarmed,56.8,1,37,
1786581512,disarmed,53.3,1,37,
1786581513,disarmed,50.0,1,37,
1786581514,disarmed,46.8,1,37,3322573
1786581515,disarmed,42.6,1,37,
1786581516,disarmed,39.3,1,37,
1786581517,disarmed,36.6,1,37,
1786581518,disarmed,33.7,1,37,
1786581519,disarmed,31.2,1,37,
1786581521,disarmed,27.6,1,37,
1786581522,disarmed,26.4,1,37,
1786581523,disarmed,29.0,1,37,
1786581524,disarmed,32.2,1,37,
1786581525,disarmed,33.5,1,37,
1786581526,disarmed,36.3,1,37,
1786581527,disarmed,38.0,1,37,
1786581528,disarmed,39.7,1,37,
1786581529,disarmed,41.5,1,37,
1786581530,disarmed,43.0,1,37,3325825
1786581531,disarmed,45.2,1,37,
1786581532,disarmed,46.6,1,37,
1786581533,disarmed,48.1,1,37,
1786581534,disarmed,49.5,1,37,
1786581535,disarmed,50.9,1,37,
1786581536,disarmed,52.5,1,37,
1786581537,disarmed,53.9,1,37,
1786581538,disarmed,55.0,1,37,
1786581539,disarmed,56.3,1,37,
1786581540,disarmed,57.5,1,37,
1786581541,disarmed,59.0,1,37,
1786581542,disarmed,60.0,1,37,
1786581543,disarmed,61.0,1,37,
1786581544,disarmed,62.0,1,37,
1786581545,disarmed,63.2,1,37,3329162
1786581546,disarmed,64.2,1,37,
1786581547,disarmed,65.1,1,37,
1786581548,disarmed,66.0,1,37,
1786581549,disarmed,66.9,1,37,
1786581550,disarmed,67.9,1,37,
1786581551,disarmed,68.8,1,37,
1786581552,disarmed,69.6,1,37,
1786581553,disarmed,70.3,1,37,
1786581554,disarmed,71.1,1,37,
1786581555,disarmed,66.0,1,37,
1786581556,disarmed,61.4,1,37,
1786581557,disarmed,58.5,1,37,
1786581558,disarmed,54.8,1,37,
1786581559,disarmed,51.3,1,37,
1786581560,disarmed,46.9,1,37,3332495
1786581561,disarmed,43.7,1,37,
1786581562,disarmed,40.8,1,37,
1786581563,disarmed,37.8,1,37,
1786581564,disarmed,34.1,1,37,
1786581565,disarmed,31.2,1,37,
1786581566,disarmed,28.9,1,37,
1786581567,disarmed,26.3,1,37,
1786581568,disarmed,29.2,1,37,
1786581569,disarmed,31.6,1,37,
1786581570,disarmed,33.7,1,37,
1786581572,disarmed,35.5,1,37,
1786581573,disarmed,37.1,1,37,
1786581574,disarmed,39.6,1,37,
1786581575,disarmed,41.5,1,37,
1786581576,disarmed,43.0,1,37,3335754
1786581577,disarmed,44.7,1,37,
1786581578,disarmed,46.1,1,37,
1786581579,disarmed,48.1,1,37,
1786581580,disarmed,49.6,1,37,
1786581581,disarmed,50.8,1,37,
1786581582,disarmed,52.2,1,37,
1786581583,disarmed,53.4,1,37,
1786581584,disarmed,55.1,1,37,
1786581585,disarmed,56.4,1,37,
1786581586,disarmed,57.4,1,37,
1786581587,disarmed,58.6,1,37,
1786581588,disarmed,59.6,1,37,
1786581589,disarmed,61.0,1,37,
1786581590,disarmed,62.1,1,37,
1786581591,disarmed,63.0,1,37,3339096
1786581592,disarmed,64.0,1,37,
1786581593,disarmed,65.2,1,37,
1786581594,disarmed,66.1,1,37,
1786581595,disarmed,66.9,1,37,
1786581596,disarmed,67.8,1,37,
1786581597,disarmed,68.5,1,37,
1786581598,disarmed,69.6,1,37,
1786581599,disarmed,70.4,1,37,
1786581600,disarmed,71.1,1,37,
1786581601,disarmed,65.7,1,37,
1786581602,disarmed,63.0,1,37,
1786581603,disarmed,58.0,1,37,
1786581604,disarmed,54.4,1,37,
1786581605,disarmed,51.4,1,37,
1786581606,disarmed,47.8,1,37,3342341
1786581607,disarmed,44.8,1,37,
1786581608,disarmed,40.5,1,37,
1786581609,disarmed,37.8,1,37,
1786581610,disarmed,35.0,1,37,
1786581611,disarmed,31.9,1,37,
1786581612,disarmed,29.6,1,37,
1786581613,disarmed,26.1,1,37,
1786581614,disarmed,30.1,1,37,
1786581615,disarmed,31.1,1,37,
1786581616,disarmed,32.5,1,37,
1786581617,disarmed,35.3,1,37,
1786581618,disarmed,37.0,1,37,
1786581619,disarmed,39.0,1,37,
1786581620,disarmed,40.8,1,37,
1786581621,disarmed,42.3,1,37,3345691
1786581622,disarmed,44.0,1,37,
1786581623,disarmed,45.9,1,37,
1786581625,disarmed,47.5,1,37,
1786581626,disarmed,48.8,1,37,
1786581627,disarmed,50.3,1,37,
1786581628,disarmed,51.7,1,37,
1786581629,disarmed,53.5,1,37,
1786581630,disarmed,54.6,1,37,
1786581631,disarmed,55.7,1,37,
1786581632,disarmed,57.0,1,37,
1786581633,disarmed,58.5,1,37,
1786581634,disarmed,59.5,1,37,
1786581635,disarmed,60.6,1,37,
1786581636,disarmed,61.6,1,37,
1786581637,disarmed,62.6,1,37,3348931
1786581638,disarmed,63.9,1,37,
1786581639,disarmed,64.8,1,37,
1786581640,disarmed,65.7,1,37,
1786581641,disarmed,66.5,1,37,
1786581642,disarmed,67.4,1,37,
1786581643,disarmed,68.5,1,37,
1786581644,disarmed,69.3,1,37,
1786581645,disarmed,70.1,1,37,
1786581646,disarmed,70.8,1,37,
1786581647,disarmed,68.9,1,37,
1786581648,disarmed,63.0,1,37,
1786581649,disarmed,59.8,1,37,
1786581650,disarmed,55.8,1,37,
1786581651,disarmed,52.3,1,37,
1786581652,disarmed,48.9,1,37,3352267
1786581653,disarmed,44.7,1,37,
1786581654,disarmed,41.6,1,37,
1786581655,disarmed,38.4,1,37,
1786581656,disarmed,35.8,1,37,
1786581657,disarmed,32.9,1,37,
1786581658,disarmed,29.5,1,37,
1786581659,disarmed,26.9,1,37,
1786581660,disarmed,27.7,1,37,
1786581661,disarmed,29.8,1,37,
1786581662,disarmed,32.0,1,37,
1786581663,disarmed,34.2,1,37,
1786581664,disarmed,36.9,1,37,
1786581665,disarmed,38.6,1,37,
1786581666,disarmed,40.2,1,37,
1786581667,disarmed,42.5,1,37,3355532
1786581668,disarmed,44.1,1,37,
1786581669,disarmed,45.6,1,37,
1786581670,disarmed,47.0,1,37,
1786581671,disarmed,48.6,1,37,
1786581672,disarmed,50.4,1,37,
1786581673,disarmed,51.8,1,37,
1786581674,disarmed,53.0,1,37,
1786581675,disarmed,54.3,1,37,
1786581677,disarmed,55.6,1,37,
1786581678,disarmed,56.7,1,37,
1786581679,disarmed,58.2,1,37,
1786581680,disarmed,59.4,1,37,
1786581681,disarmed,60.4,1,37,
1786581682,disarmed,61.5,1,37,
1786581683,disarmed,62.4,1,37,3358887
1786581684,disarmed,63.7,1,37,
1786581685,disarmed,64.6,1,37,
1786581686,disarmed,65.5,1,37,
1786581687,disarmed,66.3,1,37,
1786581688,disarmed,67.5,1,37,
1786581689,disarmed,68.4,1,37,
1786581690,disarmed,69.1,1,37,
1786581691,disarmed,69.9,1,37,
1786581692,armed,70.6,1,37,
1786581693,armed,68.9,1,37,
1786581694,armed,65.4,1,37,
1786581695,armed,61.3,1,37,
1786581696,armed,57.1,1,37,
1786581697,armed,53.9,1,37,
1786581698,armed,49.2,1,37,3362131
1786581699,armed,46.2,1,37,
1786581700,armed,42.8,1,37,
1786581701,armed,40.0,1,37,
1786581702,armed,36.1,1,37,
1786581703,armed,33.2,1,37,
1786581704,armed,30.7,1,37,
1786581705,armed,27.9,1,37,
1786581706,armed,25.7,1,37,
1786581707,armed,29.3,1,37,
1786581708,armed,31.7,1,37,
1786581709,armed,34.0,1,37,
1786581710,armed,35.8,1,37,
1786581711,armed,37.7,1,37,
1786581712,armed,39.5,1,37,
1786581713,armed,41.8,1,37,3365489
1786581714,armed,43.3,1,37,
1786581715,armed,44.8,1,37,
1786581716,armed,46.4,1,37,
1786581717,armed,48.4,1,37,
1786581718,armed,49.8,1,37,
1786581719,armed,51.2,1,37,
1786581720,armed,52.4,1,37,
1786581721,armed,53.7,1,37,
1786581722,armed,55.4,1,37,
1786581723,armed,56.5,1,37,
1786581724,armed,57.6,1,37,
1786581725,armed,58.7,1,37,
1786581726,armed,60.2,1,37,
1786581727,armed,61.2,1,37,
1786581729,armed,62.2,1,37,3368754
1786581730,armed,63.1,1,37,
1786581731,armed,64.1,1,37,
1786581732,armed,65.3,1,37,
1786581733,armed,66.2,1,37,
1786581734,armed,67.1,1,37,
1786581735,armed,67.9,1,37,
1786581736,armed,68.6,1,37,
1786581737,armed,69.7,1,37,
1786581738,armed,70.5,1,37,
1786581739,armed,71.2,1,37,
1786581740,armed,66.1,1,37,
1786581741,armed,62.5,1,37,
1786581742,armed,57.6,1,37,
1786581743,armed,54.1,1,37,
1786581744,armed,51.0,1,37,3372115
1786581745,armed,47.5,1,37,
1786581746,armed,44.3,1,37,
1786581747,armed,40.3,1,37,
1786581748,armed,37.5,1,37,
1786581749,armed,34.5,1,37,
1786581750,armed,31.6,1,37,
1786581751,armed,29.3,1,37,
1786581752,armed,25.9,1,37,
1786581753,armed,28.8,1,37,
1786581754,armed,31.5,1,37,
1786581755,armed,33.1,1,37,
1786581756,armed,35.6,1,37,
1786581757,armed,37.5,1,37,
1786581758,armed,39.2,1,37,
1786581759,armed,41.0,1,37,3375466
1786581760,armed,42.7,1,37,
1786581761,armed,44.8,1,37,
1786581762,armed,46.4,1,37,
1786581763,armed,47.7,1,37,
1786581764,armed,49.2,1,37,
1786581765,armed,51.0,1,37,
1786581766,armed,52.4,1,37,
1786581767,armed,53.7,1,37,
1786581768,armed,54.8,1,37,
1786581769,armed,56.0,1,37,
1786581770,armed,57.5,1,37,
1786581771,armed,58.7,1,37,
1786581772,armed,59.7,1,37,
1786581773,armed,60.8,1,37,
1786581774,armed,61.7,1,37,3378719
1786581775,armed,63.1,1,37,
1786581776,armed,63.9,1,37,
1786581777,armed,64.9,1,37,
1786581779,armed,65.9,1,37,
1786581780,armed,66.7,1,37,
1786581781,armed,67.8,1,37,
1786581782,armed,68.6,1,37,
1786581783,armed,69.4,1,37,
1786581784,armed,70.1,1,37,
1786581785,armed,71.1,1,37,
1786581786,armed,65.5,1,37,
1786581787,armed,62.5,1,37,
1786581788,armed,60.0,1,37,
1786581789,armed,55.7,1,37,
1786581790,armed,51.2,1,37,3382059
1786581791,armed,47.9,1,37,
1786581792,armed,44.6,1,37,
1786581793,armed,41.6,1,37,
1786581794,armed,37.6,1,37,
1786581795,armed,35.0,1,37,
1786581796,armed,32.2,1,37,
1786581797,armed,29.6,1,37,
1786581798,armed,27.0,1,37,
1786581799,armed,29.3,1,37,
1786581800,armed,30.7,1,37,
1786581801,armed,32.7,1,37,
1786581802,armed,35.2,1,37,
1786581803,armed,37.2,1,37,
1786581804,armed,39.0,1,37,
1786581805,armed,40.8,1,37,3385155
1786581806,armed,42.5,1,37,
1786581807,armed,44.5,1,37,
1786581808,armed,46.1,1,37,
1786581809,armed,47.5,1,37,
1786581810,armed,49.0,1,37,
1786581811,armed,50.5,1,37,
1786581812,armed,52.1,1,37,
1786581813,armed,53.5,1,37,
1786581814,armed,54.7,1,37,
1786581815,armed,55.9,1,37,
1786581816,armed,57.1,1,37,
1786581817,armed,58.5,1,37,
1786581818,armed,59.7,1,37,
1786581819,armed,60.7,1,37,
1786581820,armed,61.7,1,37,3388505
1786581821,armed,62.9,1,37,
1786581822,armed,63.9,1,37,
1786581823,armed,64.8,1,37,
1786581824,armed,65.8,1,37,
1786581825,armed,66.6,1,37,
1786581826,armed,67.7,1,37,
1786581827,armed,68.5,1,37,
1786581828,armed,69.3,1,37,
1786581830,armed,70.0,1,37,
1786581831,armed,71.0,1,37,
1786581832,armed,65.5,1,37,
1786581833,armed,63.2,1,37,
1786581834,armed,60.0,1,37,
1786581835,armed,56.3,1,37,
1786581836,armed,51.4,1,37,3391752
1786581837,armed,48.2,1,37,
1786581838,armed,44.9,1,37,
1786581839,armed,41.8,1,37,
1786581840,armed,38.8,1,37,
1786581841,armed,35.0,1,37,
1786581842,armed,32.5,1,37,
1786581843,armed,29.7,1,37,
1786581844,armed,27.4,1,37,
1786581845,armed,27.5,1,37,
1786581846,armed,31.7,1,37,
1786581847,armed,32.5,1,37,
1786581848,armed,35.1,1,37,
1786581849,armed,36.8,1,37,
1786581850,armed,38.7,1,37,
1786581851,armed,40.9,1,37,3395108
1786581852,armed,42.6,1,37,
1786581853,armed,44.2,1,37,
1786581854,armed,45.8,1,37,
1786581855,armed,47.7,1,37,
1786581856,armed,49.1,1,37,
1786581857,armed,50.5,1,37,
1786581858,armed,52.0,1,37,
1786581859,armed,53.1,1,37,
1786581860,armed,54.9,1,37,
1786581861,armed,55.9,1,37,
1786581862,armed,57.1,1,37,
1786581863,armed,58.3,1,37,
1786581864,armed,59.4,1,37,
1786581865,armed,60.8,1,37,
1786581866,armed,61.8,1,37,3398341
1786581867,armed,62.6,1,37,
1786581868,armed,63.7,1,37,
1786581869,armed,64.8,1,37,
1786581870,armed,65.8,1,37,
1786581871,armed,66.6,1,37,
1786581872,armed,67.5,1,37,
1786581873,armed,68.2,1,37,
1786581874,armed,69.4,1,37,
1786581875,armed,70.1,1,37,
1786581876,armed,70.9,1,37,
1786581877,armed,68.7,1,37,
1786581878,armed,63.0,1,37,
1786581879,armed,59.9,1,37,
1786581880,armed,56.2,1,37,
1786581882,armed,52.5,1,37,3401690
1786581883,armed,49.3,1,37,
1786581884,armed,45.0,1,37,
1786581885,armed,41.7,1,37,
1786581886,armed,38.9,1,37,
1786581887,armed,35.9,1,37,
1786581888,armed,33.2,1,37,
1786581889,armed,29.6,1,37,
1786581890,armed,27.0,1,37,
1786581891,armed,27.3,1,37,
1786581892,armed,29.9,1,37,
1786581893,armed,31.9,1,37,
1786581894,armed,35.1,1,37,
1786581895,armed,36.8,1,37,
1786581896,armed,38.7,1,37,
1786581897,armed,40.3,1,37,3404931
1786581898,armed,42.0,1,37,
1786581899,armed,44.2,1,37,
1786581900,armed,45.6,1,37,
1786581901,armed,47.2,1,37,
1786581902,armed,48.6,1,37,
1786581903,armed,50.0,1,37,
1786581904,armed,51.9,1,37,
1786581905,armed,53.2,1,37,
1786581906,armed,54.4,1,37,
1786581907,armed,55.6,1,37,
1786581908,armed,56.8,1,37,
1786581909,armed,58.3,1,37,
1786581910,armed,59.3,1,37,
1786581911,armed,60.4,1,37,
1786581912,armed,61.4,1,37,3408280
1786581913,armed,62.5,1,37,
1786581914,armed,63.8,1,37,
1786581915,armed,64.6,1,37,
1786581916,armed,65.5,1,37,
1786581917,armed,66.4,1,37,
1786581918,armed,67.6,1,37,
1786581919,armed,68.3,1,37,
1786581920,armed,69.1,1,37,
1786581921,armed,69.8,1,37,
1786581922,armed,70.6,1,37,
1786581923,armed,68.9,1,37,
1786581924,armed,64.6,1,37,
1786581925,armed,61.0,1,37,
1786581926,armed,57.0,1,37,
1786581927,armed,52.1,1,37,3411627
1786581928,armed,49.0,1,37,
1786581929,armed,45.6,1,37,
1786581930,armed,42.7,1,37,
1786581931,armed,39.6,1,37,
1786581932,armed,35.6,1,37,
1786581934,armed,32.9,1,37,
1786581935,armed,30.1,1,37,
1786581936,armed,27.8,1,37,
1786581937,armed,27.8,1,37,
1786581938,armed,30.1,1,37,
1786581939,armed,32.4,1,37,
1786581940,armed,34.2,1,37,
1786581941,armed,36.5,1,37,
1786581942,armed,38.3,1,37,
1786581943,armed,40.4,1,37,3414867
1786581944,armed,42.2,1,37,
1786581945,armed,43.8,1,37,
1786581946,armed,45.4,1,37,
1786581947,armed,46.9,1,37,
1786581948,armed,48.8,1,37,
1786581949,armed,50.2,1,37,
1786581950,armed,51.5,1,37,
1786581951,armed,52.9,1,37,
1786581952,armed,54.0,1,37,
1786581953,armed,55.6,1,37,
1786581954,armed,56.8,1,37,
1786581955,armed,58.0,1,37,
1786581956,armed,59.0,1,37,
1786581957,armed,60.1,1,37,
1786581958,armed,61.5,1,37,3418213
1786581959,armed,62.5,1,37,
1786581960,armed,63.5,1,37,
1786581961,armed,64.3,1,37,
1786581962,armed,65.3,1,37,
1786581963,armed,66.5,1,37,
1786581964,armed,67.3,1,37,
1786581965,armed,68.2,1,37,
1786581966,armed,69.0,1,37,
1786581967,armed,69.7,1,37,
1786581968,armed,70.8,1,37,
1786581969,armed,69.7,1,37,
1786581970,armed,65.5,1,37,
1786581971,armed,60.7,1,37,
1786581972,armed,57.5,1,37,
1786581973,armed,52.8,1,37,3421452
1786581974,armed,49.8,1,37,
1786581975,armed,46.2,1,37,
1786581976,armed,43.4,1,37,
1786581977,armed,39.2,1,37,
1786581978,armed,36.2,1,37,
1786581979,armed,33.6,1,37,
1786581980,armed,30.7,1,37,
1786581981,armed,28.0,1,37,
1786581982,armed,28.5,1,37,
1786581983,armed,29.9,1,37,
1786581984,armed,32.0,1,37,
1786581986,armed,34.5,1,37,
1786581987,armed,36.0,1,37,
1786581988,armed,38.7,1,37,
1786581989,armed,40.4,1,37,3424806
1786581990,armed,42.0,1,37,
1786581991,armed,43.5,1,37,
1786581992,disarmed,45.6,1,37,
1786581993,disarmed,47.2,1,37,
1786581994,disarmed,48.6,1,37,
1786581995,disarmed,50.0,1,37,
1786581996,disarmed,51.3,1,37,
1786581997,disarmed,53.1,1,37,
1786581998,disarmed,54.2,1,37,
1786581999,disarmed,55.5,1,37,
1786582000,disarmed,56.7,1,37,
1786582001,disarmed,58.2,1,37,
1786582002,disarmed,59.3,1,37,
1786582003,disarmed,60.3,1,37,
1786582004,disarmed,61.4,1,37,3428049
1786582005,disarmed,62.3,1,37,
1786582006,disarmed,63.6,1,37,
1786582007,disarmed,64.5,1,37,
1786582008,disarmed,65.4,1,37,
1786582009,disarmed,66.3,1,37,
1786582010,disarmed,67.2,1,37,
1786582011,disarmed,68.3,1,37,
1786582012,disarmed,69.0,1,37,
1786582013,disarmed,69.9,1,37,
1786582014,disarmed,70.5,1,37,
1786582015,disarmed,68.8,1,37,
1786582016,disarmed,65.1,1,37,
1786582017,disarmed,61.0,1,37,
1786582018,disarmed,57.0,1,37,
1786582019,disarmed,53.3,1,37,3431396
1786582020,disarmed,48.8,1,37,
1786582021,disarmed,45.7,1,37,
1786582022,disarmed,42.6,1,37,
1786582023,disarmed,39.8,1,37,
1786582024,disarmed,36.6,1,37,
1786582025,disarmed,32.9,1,37,
1786582026,disarmed,30.3,1,37,
1786582027,disarmed,27.7,1,37,
1786582028,disarmed,25.6,1,37,
1786582029,disarmed,29.1,1,37,
1786582030,disarmed,31.8,1,37,
1786582031,disarmed,34.2,1,37,
1786582032,disarmed,36.3,1,37,
1786582033,disarmed,37.8,1,37,
1786582035,disarmed,40.3,1,37,3434667
1786582036,disarmed,41.9,1,37,
1786582037,disarmed,43.6,1,37,
1786582038,disarmed,45.1,1,37,
1786582039,disarmed,46.7,1,37,
1786582040,disarmed,48.5,1,37,
1786582041,disarmed,50.0,1,37,
1786582042,disarmed,51.4,1,37,
1786582043,disarmed,52.6,1,37,
1786582044,disarmed,53.9,1,37,
1786582045,disarmed,55.4,1,37,
1786582046,disarmed,56.7,1,37,
1786582047,disarmed,57.7,1,37,
1786582048,disarmed,58.9,1,37,
1786582049,disarmed,60.3,1,37,
1786582050,disarmed,61.3,1,37,3438002
1786582051,disarmed,62.3,1,37,
1786582052,disarmed,63.3,1,37,
1786582053,disarmed,64.2,1,37,
1786582054,disarmed,65.1,1,37,
1786582055,disarmed,66.3,1,37,
1786582056,disarmed,67.2,1,37,
1786582057,disarmed,68.0,1,37,
1786582058,disarmed,68.8,1,37,
1786582059,disarmed,69.8,1,37,
1786582060,disarmed,70.6,1,37,
1786582061,disarmed,71.2,1,37,
1786582062,disarmed,66.0,1,37,
1786582063,disarmed,61.2,1,37,
1786582064,disarmed,57.1,1,37,
1786582065,disarmed,53.9,1,37,3441344
1786582066,disarmed,50.4,1,37,
1786582067,disarmed,47.3,1,37,
1786582068,disarmed,42.9,1,37,
1786582069,disarmed,40.2,1,37,
1786582070,disarmed,37.2,1,37,
1786582071,disarmed,34.1,1,37,
1786582072,disarmed,31.6,1,37,
1786582073,disarmed,28.0,1,37,
1786582074,disarmed,26.1,1,37,
1786582075,disarmed,29.3,1,37,
1786582076,disarmed,31.9,1,37,
1786582077,disarmed,33.6,1,37,
1786582078,disarmed,36.3,1,37,
1786582079,disarmed,37.8,1,37,
1786582080,disarmed,39.7,1,37,3444584
1786582081,disarmed,41.5,1,37,
1786582082,disarmed,43.1,1,37,
1786582083,disarmed,45.2,1,37,
1786582084,disarmed,46.6,1,37,
1786582086,disarmed,48.2,1,37,
1786582087,disarmed,49.6,1,37,
1786582088,disarmed,50.9,1,37,
1786582089,disarmed,52.7,1,37,
1786582090,disarmed,54.0,1,37,
1786582091,disarmed,55.2,1,37,
1786582092,disarmed,56.4,1,37,
1786582093,disarmed,57.5,1,37,
1786582094,disarmed,59.0,1,37,
1786582095,disarmed,60.0,1,37,
1786582096,disarmed,61.1,1,37,3447934
1786582097,disarmed,62.0,1,37,
1786582098,disarmed,63.4,1,37,
1786582099,disarmed,64.2,1,37,
1786582100,disarmed,65.2,1,37,
1786582101,disarmed,66.0,1,37,
1786582102,disarmed,66.9,1,37,
1786582103,disarmed,68.0,1,37,
1786582104,disarmed,68.8,1,37,
1786582105,disarmed,69.6,1,37,
1786582106,disarmed,70.4,1,37,
1786582107,disarmed,70.7,1,37,
1786582108,disarmed,66.0,1,37,
1786582109,disarmed,62.1,1,37,
1786582110,disarmed,58.5,1,37,
1786582111,disarmed,54.8,1,37,3451164
1786582112,disarmed,50.4,1,37,
1786582113,disarmed,47.0,1,37,
1786582114,disarmed,43.6,1,37,
1786582115,disarmed,40.8,1,37,
1786582116,disarmed,36.8,1,37,
1786582117,disarmed,34.2,1,37,
1786582118,disarmed,31.3,1,37,
1786582119,disarmed,28.6,1,37,
1786582120,disarmed,26.3,1,37,
1786582121,disarmed,29.4,1,37,
1786582122,disarmed,31.9,1,37,
1786582123,disarmed,34.1,1,37,
1786582124,disarmed,35.6,1,37,
1786582125,disarmed,37.5,1,37,
1786582126,disarmed,39.4,1,37,3454520
1786582127,disarmed,41.6,1,37,
1786582128,disarmed,43.3,1,37,
1786582129,disarmed,44.8,1,37,
1786582130,disarmed,46.4,1,37,
1786582131,disarmed,48.2,1,37,
1786582132,disarmed,49.7,1,37,
1786582133,disarmed,51.0,1,37,
1786582134,disarmed,52.4,1,37,
1786582135,disarmed,53.5,1,37,
1786582136,disarmed,55.3,1,37,
1786582138,disarmed,56.5,1,37,
1786582139,disarmed,57.5,1,37,
1786582140,disarmed,58.6,1,37,
1786582141,disarmed,60.0,1,37,
1786582142,disarmed,61.1,1,37,3457756
1786582143,disarmed,62.1,1,37,
1786582144,disarmed,63.1,1,37,
1786582145,disarmed,64.0,1,37,
1786582146,disarmed,65.2,1,37,
1786582147,disarmed,66.2,1,37,
1786582148,disarmed,66.9,1,37,
1786582149,disarmed,67.8,1,37,
1786582150,disarmed,68.6,1,37,
1786582151,disarmed,69.7,1,37,
1786582152,disarmed,70.4,1,37,
1786582153,disarmed,71.1,1,37,
1786582154,disarmed,66.8,1,37,
1786582155,disarmed,62.4,1,37,
1786582156,disarmed,57.6,1,37,
1786582157,disarmed,54.5,1,37,3461104
1786582158,disarmed,51.0,1,37,
1786582159,disarmed,47.6,1,37,
1786582160,disarmed,44.6,1,37,
1786582161,disarmed,40.4,1,37,
1786582162,disarmed,37.7,1,37,
1786582163,disarmed,34.7,1,37,
1786582164,disarmed,32.1,1,37,
1786582165,disarmed,28.7,1,37,
1786582166,disarmed,26.3,1,37,
1786582167,disarmed,28.9,1,37,
1786582168,disarmed,31.7,1,37,
1786582169,disarmed,32.9,1,37,
1786582170,disarmed,35.7,1,37,
1786582171,disarmed,37.4,1,37,
1786582172,disarmed,39.3,1,37,3464356
1786582173,disarmed,41.1,1,37,
1786582174,disarmed,43.2,1,37,
1786582175,disarmed,44.8,1,37,
1786582176,disarmed,46.4,1,37,
1786582177,disarmed,47.7,1,37,
1786582178,disarmed,49.2,1,37,
1786582179,disarmed,51.0,1,37,
1786582180,disarmed,52.3,1,37,
1786582181,disarmed,53.7,1,37,
1786582182,disarmed,54.8,1,37,
1786582183,disarmed,56.1,1,37,
1786582184,disarmed,57.5,1,37,
1786582185,disarmed,58.7,1,37,
1786582186,disarmed,59.8,1,37,
1786582187,disarmed,60.8,1,37,3467724
1786582188,disarmed,61.9,1,37,
1786582190,disarmed,63.1,1,37,
1786582191,disarmed,64.0,1,37,
1786582192,disarmed,65.0,1,37,
1786582193,disarmed,65.9,1,37,
1786582194,disarmed,66.8,1,37,
1786582195,disarmed,67.8,1,37,
1786582196,disarmed,68.7,1,37,
1786582197,disarmed,69.5,1,37,
1786582198,disarmed,70.2,1,37,
1786582199,disarmed,71.2,1,37,
1786582200,disarmed,66.7,1,37,
1786582201,disarmed,62.4,1,37,
1786582202,disarmed,59.0,1,37,
1786582203,disarmed,55.7,1,37,3470970
1786582204,disarmed,50.7,1,37,
1786582205,disarmed,47.7,1,37,
1786582206,disarmed,44.2,1,37,
1786582207,disarmed,41.2,1,37,
1786582208,disarmed,38.2,1,37,
1786582209,disarmed,34.3,1,37,
1786582210,disarmed,31.8,1,37,
1786582211,disarmed,29.0,1,37,
1786582212,disarmed,26.7,1,37,
1786582213,disarmed,29.7,1,37,
1786582214,disarmed,31.4,1,37,
1786582215,disarmed,33.6,1,37,
1786582216,disarmed,35.4,1,37,
1786582217,disarmed,37.1,1,37,
1786582218,disarmed,39.1,1,37,3474333
1786582219,disarmed,41.2,1,37,
1786582220,disarmed,42.9,1,37,
1786582221,disarmed,44.4,1,37,
1786582222,disarmed,46.1,1,37,
1786582223,disarmed,47.6,1,37,
1786582224,disarmed,49.4,1,37,
1786582225,disarmed,50.8,1,37,
1786582226,disarmed,52.0,1,37,
1786582227,disarmed,53.4,1,37,
1786582228,disarmed,54.9,1,37,
1786582229,disarmed,56.2,1,37,
1786582230,disarmed,57.3,1,37,
1786582231,disarmed,58.4,1,37,
1786582232,disarmed,59.5,1,37,
1786582233,disarmed,60.9,1,37,3477582
1786582234,disarmed,62.0,1,37,
1786582235,disarmed,62.9,1,37,
1786582236,disarmed,63.9,1,37,
1786582237,disarmed,64.8,1,37,
1786582238,disarmed,66.0,1,37,
1786582240,disarmed,66.9,1,37,
1786582241,disarmed,67.6,1,37,
1786582242,disarmed,68.5,1,37,
1786582243,disarmed,69.3,1,37,
1786582244,disarmed,70.3,1,37,
1786582245,disarmed,71.1,1,37,
1786582246,disarmed,67.0,1,37,
1786582247,disarmed,64.4,1,37,
1786582248,disarmed,60.4,1,37,
1786582249,disarmed,55.6,1,37,3480935
1786582250,disarmed,52.0,1,37,
1786582251,disarmed,48.5,1,37,
1786582252,disarmed,45.4,1,37,
1786582253,disarmed,41.2,1,37,
